sample,AK5,C12orf75,CAMKK1,CD1C,CD38,CHSY1,CLEC10A,CYB561,DDIT4,DHRS13,DTYMK,EPHX2,FKBP4,GHRL,GNG2,GPCPD1,GZMB,ID3,IL13RA1,IL1B,LLGL2,MEGF6,MS4A3,MUM1,NPEPL1,NR1D1,NR1D2,NSUN3,PARP2,PDK1,PER1,PGPEP1,POLH,REM2,SH2D1B,SLPI,STIP1,SYT11,TCN1,TIAM2,ZNF438,target
GSM1526437_1,9.046416081,8.638461811,5.316720327,9.184681253,8.510183906,11.72297737,5.489031783,9.118229653,11.03650558,10.2936106,9.030378149,10.13593158,5.949688914,9.897377742,7.730914675,12.16538985,13.04646439,10.21231112,13.19789613,12.76382503,7.826377566,8.29595115,3.998688853,9.086121949,12.40242871,8.316750093,9.074133002,7.486689303,8.952053864,10.13404664,8.207605858,9.413839793,7.636672185,4.31680073,6.50205303,9.053800233,7.44946376,6.337527367,6.921033828,10.612393,11.32645852,12.1766666667
GSM1526437_2,9.056416081,8.648461811,5.326720327,9.194681253,8.520183906,11.73297737,5.499031783,9.128229653,11.04650558,10.3036106,9.040378149,10.14593158,5.959688914,9.907377742,7.740914675,12.17538985,13.05646439,10.22231112,13.20789613,12.77382503,7.836377566,8.30595115,4.008688853,9.096121949,12.41242871,8.326750093,9.084133002,7.496689303,8.962053864,10.14404664,8.217605858,9.423839793,7.646672185,4.32680073,6.51205303,9.063800233,7.45946376,6.347527367,6.931033828,10.622393,11.33645852,12.1866666667
GSM1526438,8.693848803,8.702191867,4.848502638,9.460975593,8.55015937,11.6571278,5.803544359,9.5063108,9.772240828,10.46755946,8.222517577,9.825853403,5.703588937,10.74248929,8.151393362,11.63510935,13.70151328,9.950336152,13.45947733,13.26866819,7.481103823,8.695280305,4.201395256,8.616188252,12.74097938,9.059829569,8.784621568,7.379113082,8.952025411,9.453774741,8.180975968,8.969262905,7.676998712,4.965489327,6.666998522,10.26791782,6.722545744,5.733557655,7.335745292,9.048606842,11.32705451,20.5833333333
GSM1526438_1,8.703848803,8.712191867,4.858502638,9.470975593,8.56015937,11.6671278,5.813544359,9.5163108,9.782240828,10.47755946,8.232517577,9.835853403,5.713588937,10.75248929,8.161393362,11.64510935,13.71151328,9.960336152,13.46947733,13.27866819,7.491103823,8.705280305,4.211395256,8.626188252,12.75097938,9.069829569,8.794621568,7.389113082,8.962025411,9.463774741,8.190975968,8.979262905,7.686998712,4.975489327,6.676998522,10.27791782,6.732545744,5.743557655,7.345745292,9.058606842,11.33705451,20.5933333333
GSM1526438_2,8.713848803,8.722191867,4.868502638,9.480975593,8.57015937,11.6771278,5.823544359,9.5263108,9.792240828,10.48755946,8.242517577,9.845853403,5.723588937,10.76248929,8.171393362,11.65510935,13.72151328,9.970336152,13.47947733,13.28866819,7.501103823,8.715280305,4.221395256,8.636188252,12.76097938,9.079829569,8.804621568,7.399113082,8.972025411,9.473774741,8.200975968,8.989262905,7.696998712,4.985489327,6.686998522,10.28791782,6.742545744,5.753557655,7.355745292,9.068606842,11.34705451,20.6033333333
GSM1526439,8.533171636,9.182297767,4.572788325,8.792952754,8.783426987,11.62913026,5.474665351,8.763496716,10.94890086,10.18189134,8.228248067,9.292790416,5.3830042,10.27286407,8.715817088,11.76535876,14.54337192,9.870194065,13.15892657,12.64941541,7.520776124,8.25664952,5.29978683,8.480620766,12.80307608,8.043251188,8.952258549,7.099887253,8.708213388,9.289029578,8.10068129,9.240403307,7.288396176,4.235192058,7.832067913,9.799664715,6.559283766,6.04075738,7.873804164,9.335623746,11.29529039,13
GSM1526439_1,8.543171636,9.192297767,4.582788325,8.802952754,8.793426987,11.63913026,5.484665351,8.773496716,10.95890086,10.19189134,8.238248067,9.302790416,5.3930042,10.28286407,8.725817088,11.77535876,14.55337192,9.880194065,13.16892657,12.65941541,7.530776124,8.26664952,5.30978683,8.490620766,12.81307608,8.053251188,8.962258549,7.109887253,8.718213388,9.299029578,8.11068129,9.250403307,7.298396176,4.245192058,7.842067913,9.809664715,6.569283766,6.05075738,7.883804164,9.345623746,11.30529039,13.01
GSM1526439_2,8.553171636,9.202297767,4.592788325,8.812952754,8.803426987,11.64913026,5.494665351,8.783496716,10.96890086,10.20189134,8.248248067,9.312790416,5.4030042,10.29286407,8.735817088,11.78535876,14.56337192,9.890194065,13.17892657,12.66941541,7.540776124,8.27664952,5.31978683,8.500620766,12.82307608,8.063251188,8.972258549,7.119887253,8.728213388,9.309029578,8.12068129,9.260403307,7.308396176,4.255192058,7.852067913,9.819664715,6.579283766,6.06075738,7.893804164,9.355623746,11.31529039,13.02
GSM1526440,8.161191253,9.455374973,5.25826888,8.739219642,8.82537496,11.44814787,4.70727764,9.943499658,9.858653636,10.47732742,8.4153943,9.233185785,5.702843336,10.74019675,8.412379322,11.38271883,13.51751314,9.836672497,12.90512925,12.9699127,7.75637203,7.831838886,4.138459838,8.81471898,12.63401153,8.599758609,9.203892321,7.824217099,8.513905986,8.565652533,7.450786746,9.21155675,7.513490158,3.361159208,7.683155751,11.40453251,7.143696283,6.149486838,7.758362523,9.556528869,11.31793399,15.4166666667
GSM1526440_1,8.171191253,9.465374973,5.26826888,8.749219642,8.83537496,11.45814787,4.71727764,9.953499658,9.868653636,10.48732742,8.4253943,9.243185785,5.712843336,10.75019675,8.422379322,11.39271883,13.52751314,9.846672497,12.91512925,12.9799127,7.76637203,7.841838886,4.148459838,8.82471898,12.64401153,8.609758609,9.213892321,7.834217099,8.523905986,8.575652533,7.460786746,9.22155675,7.523490158,3.371159208,7.693155751,11.41453251,7.153696283,6.159486838,7.768362523,9.566528869,11.32793399,15.4266666667
GSM1526440_2,8.181191253,9.475374973,5.27826888,8.759219642,8.84537496,11.46814787,4.72727764,9.963499658,9.878653636,10.49732742,8.4353943,9.253185785,5.722843336,10.76019675,8.432379322,11.40271883,13.53751314,9.856672497,12.92512925,12.9899127,7.77637203,7.851838886,4.158459838,8.83471898,12.65401153,8.619758609,9.223892321,7.844217099,8.533905986,8.585652533,7.470786746,9.23155675,7.533490158,3.381159208,7.703155751,11.42453251,7.163696283,6.169486838,7.778362523,9.576528869,11.33793399,15.4366666667
GSM1526441,8.478624088,9.109657964,4.834758349,8.754306248,8.956582323,11.53089812,4.99027919,9.828609231,10.32819578,9.680853315,8.572533429,9.175904067,5.504804979,10.68130323,8.727667685,11.69373814,13.75306231,10.00689678,12.92882509,12.97750595,7.923390521,7.720269747,3.727306108,8.941810623,12.51167446,8.443203356,8.986384743,7.810458811,8.819138324,9.068235542,7.855973348,9.145541214,7.699487469,3.692579436,7.805004408,11.04968707,7.262900988,6.610392525,7.982333561,9.272453793,11.07603461,14.4166666667
GSM1526441_1,8.488624088,9.119657964,4.844758349,8.764306248,8.966582323,11.54089812,5.00027919,9.838609231,10.33819578,9.690853315,8.582533429,9.185904067,5.514804979,10.69130323,8.737667685,11.70373814,13.76306231,10.01689678,12.93882509,12.98750595,7.933390521,7.730269747,3.737306108,8.951810623,12.52167446,8.453203356,8.996384743,7.820458811,8.829138324,9.078235542,7.865973348,9.155541214,7.709487469,3.702579436,7.815004408,11.05968707,7.272900988,6.620392525,7.992333561,9.282453793,11.08603461,14.4266666667
GSM1526441_2,8.498624088,9.129657964,4.854758349,8.774306248,8.976582323,11.55089812,5.01027919,9.848609231,10.34819578,9.700853315,8.592533429,9.195904067,5.524804979,10.70130323,8.747667685,11.71373814,13.77306231,10.02689678,12.94882509,12.99750595,7.943390521,7.740269747,3.747306108,8.961810623,12.53167446,8.463203356,9.006384743,7.830458811,8.839138324,9.088235542,7.875973348,9.165541214,7.719487469,3.712579436,7.825004408,11.06968707,7.282900988,6.630392525,8.002333561,9.292453793,11.09603461,14.4366666667
GSM1526442,8.698287863,9.615077831,4.479637429,8.954899251,7.62494825,11.2797883,5.163401372,10.13722759,10.40486604,10.31247016,8.917777979,10.30084663,6.041716004,9.578431097,7.663706014,11.41662967,13.86678251,9.959962135,12.44380735,12.44059039,7.507304631,7.803934211,4.263817168,9.310671237,12.22227702,9.037339059,9.3805379,7.589326598,11.25957336,9.636189169,7.783275151,9.153289379,7.869807911,3.754556617,5.932105702,8.805385977,7.173155677,6.398835396,7.205446489,9.31497301,10.91480306,23.5833333333
GSM1526442_1,8.708287863,9.625077831,4.489637429,8.964899251,7.63494825,11.2897883,5.173401372,10.14722759,10.41486604,10.32247016,8.927777979,10.31084663,6.051716004,9.588431097,7.673706014,11.42662967,13.87678251,9.969962135,12.45380735,12.45059039,7.517304631,7.813934211,4.273817168,9.320671237,12.23227702,9.047339059,9.3905379,7.599326598,11.26957336,9.646189169,7.793275151,9.163289379,7.879807911,3.764556617,5.942105702,8.815385977,7.183155677,6.408835396,7.215446489,9.32497301,10.92480306,23.5933333333
GSM1526442_2,8.718287863,9.635077831,4.499637429,8.974899251,7.64494825,11.2997883,5.183401372,10.15722759,10.42486604,10.33247016,8.937777979,10.32084663,6.061716004,9.598431097,7.683706014,11.43662967,13.88678251,9.979962135,12.46380735,12.46059039,7.527304631,7.823934211,4.283817168,9.330671237,12.24227702,9.057339059,9.4005379,7.609326598,11.27957336,9.656189169,7.803275151,9.173289379,7.889807911,3.774556617,5.952105702,8.825385977,7.193155677,6.418835396,7.225446489,9.33497301,10.93480306,23.6033333333
GSM1526443,7.659057977,9.510747779,4.91067178,9.173244246,8.53502655,11.41815024,5.626419037,9.07347964,10.30053345,10.55766727,8.227327793,8.4153943,5.735592878,9.995465907,8.60454744,12.04467878,14.65134678,9.709104135,13.2504557,12.79413824,7.895615984,7.844803674,4.855400011,8.873500291,13.16006201,7.516114096,8.110890603,8.040988227,10.0242461,8.897575703,7.794557347,8.991134797,7.071046109,4.618295386,7.473779251,9.831171298,7.062425665,6.238211267,7.335969921,9.764354658,11.18515093,11.75
GSM1526443_1,7.669057977,9.520747779,4.92067178,9.183244246,8.54502655,11.42815024,5.636419037,9.08347964,10.31053345,10.56766727,8.237327793,8.4253943,5.745592878,10.005465907,8.61454744,12.05467878,14.66134678,9.719104135,13.2604557,12.80413824,7.905615984,7.854803674,4.865400011,8.883500291,13.17006201,7.526114096,8.120890603,8.050988227,10.0342461,8.907575703,7.804557347,9.001134797,7.081046109,4.628295386,7.483779251,9.841171298,7.072425665,6.248211267,7.345969921,9.774354658,11.19515093,11.76
GSM1526443_2,7.679057977,9.530747779,4.93067178,9.193244246,8.55502655,11.43815024,5.646419037,9.09347964,10.32053345,10.57766727,8.247327793,8.4353943,5.755592878,10.015465907,8.62454744,12.06467878,14.67134678,9.729104135,13.2704557,12.81413824,7.915615984,7.864803674,4.875400011,8.893500291,13.18006201,7.536114096,8.130890603,8.060988227,10.0442461,8.917575703,7.814557347,9.011134797,7.091046109,4.638295386,7.493779251,9.851171298,7.082425665,6.258211267,7.355969921,9.784354658,11.20515093,11.77
GSM1526444,8.808399905,9.11188561,4.265897253,9.30814452,8.422136322,11.2883007,5.743123782,9.39341793,9.115279644,9.932225045,8.366644954,9.544410861,5.083722823,10.07671791,8.336344301,12.04137344,13.64753894,9.799361053,12.40440229,12.34756785,7.987861876,8.162747327,5.436267494,8.681384577,13.10551586,8.87513412,9.121439321,7.946600315,9.018287322,9.104434752,8.272561262,9.12241009,7.791028892,4.496965501,6.316285544,9.403081471,6.693711695,6.007897448,7.38753941,9.350575693,10.85090387,1.75
GSM1526444_1,8.818399905,9.12188561,4.275897253,9.31814452,8.432136322,11.2983007,5.753123782,9.40341793,9.125279644,9.942225045,8.376644954,9.554410861,5.093722823,10.08671791,8.346344301,12.05137344,13.65753894,9.809361053,12.41440229,12.35756785,7.997861876,8.172747327,5.446267494,8.691384577,13.11551586,8.88513412,9.131439321,7.956600315,9.028287322,9.114434752,8.282561262,9.13241009,7.801028892,4.506965501,6.326285544,9.413081471,6.703711695,6.017897448,7.39753941,9.360575693,10.86090387,1.76
GSM1526444_2,8.828399905,9.13188561,4.285897253,9.32814452,8.442136322,11.3083007,5.763123782,9.41341793,9.135279644,9.952225045,8.386644954,9.564410861,5.103722823,10.09671791,8.356344301,12.06137344,13.66753894,9.819361053,12.42440229,12.36756785,8.007861876,8.182747327,5.456267494,8.701384577,13.12551586,8.89513412,9.141439321,7.966600315,9.038287322,9.124434752,8.292561262,9.14241009,7.811028892,4.516965501,6.336285544,9.423081471,6.713711695,6.027897448,7.40753941,9.370575693,10.87090387,1.77
GSM968833,9.204129117,9.175658604,5.450370643,9.451882279,8.892425662,10.96670601,6.28785348,9.529201287,11.1299682,10.12221307,8.281154683,10.21013626,5.77555763,10.28164673,8.609983003,11.51239021,14.31809391,9.535422966,12.3853243,12.36045095,8.854565202,8.548749277,6.236393986,8.972548358,12.90000349,8.37671149,8.61808253,8.20285654,8.362133851,9.462012152,8.450063214,9.845326941,7.220069601,4.934926279,7.856177208,10.3938851,7.634751836,6.324735792,7.991571799,8.97162532,10.75512258,18.25
GSM968833_1,9.214129117,9.185658604,5.460370643,9.461882279,8.902425662,10.97670601,6.29785348,9.539201287,11.1399682,10.13221307,8.291154683,10.22013626,5.78555763,10.29164673,8.619983003,11.52239021,14.32809391,9.545422966,12.3953243,12.37045095,8.864565202,8.558749277,6.246393986,8.982548358,12.91000349,8.38671149,8.62808253,8.21285654,8.372133851,9.472012152,8.460063214,9.855326941,7.230069601,4.944926279,7.866177208,10.4038851,7.644751836,6.334735792,8.001571799,8.98162532,10.76512258,18.26
GSM968833_2,9.224129117,9.195658604,5.470370643,9.471882279,8.912425662,10.98670601,6.30785348,9.549201287,11.1499682,10.14221307,8.301154683,10.23013626,5.79555763,10.30164673,8.629983003,11.53239021,14.33809391,9.555422966,12.4053243,12.38045095,8.874565202,8.568749277,6.256393986,8.992548358,12.92000349,8.39671149,8.63808253,8.22285654,8.382133851,9.482012152,8.470063214,9.865326941,7.240069601,4.954926279,7.876177208,10.4138851,7.654751836,6.344735792,8.011571799,8.99162532,10.77512258,18.27
GSM968834,9.182829426,9.161357239,5.863761592,9.615077831,9.074215545,11.10733977,6.342248289,9.712437918,10.4580488,10.19852466,8.418314171,10.45027042,6.015469723,10.34099718,8.619680972,11.69201037,14.45800516,9.586165442,12.54777548,12.54008951,8.884261286,8.70171612,6.28298589,9.08482864,12.80205667,8.458821072,8.788075415,8.245607325,8.402962099,9.411957662,8.243601479,10.05762589,7.268713395,4.893486142,7.849400115,10.46791882,7.56445307,6.250167603,8.052725904,9.310146835,10.90554877,21.3333333333
GSM968834_1,9.192829426,9.171357239,5.873761592,9.625077831,9.084215545,11.11733977,6.352248289,9.722437918,10.4680488,10.20852466,8.428314171,10.46027042,6.025469723,10.35099718,8.629680972,11.70201037,14.46800516,9.596165442,12.55777548,12.55008951,8.894261286,8.71171612,6.29298589,9.09482864,12.81205667,8.468821072,8.798075415,8.255607325,8.412962099,9.421957662,8.253601479,10.06762589,7.278713395,4.903486142,7.859400115,10.47791882,7.57445307,6.260167603,8.062725904,9.320146835,10.91554877,21.3433333333
GSM968834_2,9.202829426,9.181357239,5.883761592,9.635077831,9.094215545,11.12733977,6.362248289,9.732437918,10.4780488,10.21852466,8.438314171,10.47027042,6.035469723,10.36099718,8.639680972,11.71201037,14.47800516,9.606165442,12.56777548,12.56008951,8.904261286,8.72171612,6.30298589,9.10482864,12.82205667,8.478821072,8.808075415,8.265607325,8.422962099,9.431957662,8.263601479,10.07762589,7.288713395,4.913486142,7.869400115,10.48791882,7.58445307,6.270167603,8.072725904,9.330146835,10.92554877,21.3533333333
GSM968835,9.067236505,8.820983885,5.291310104,9.292533325,8.946518187,11.29581246,6.197198129,9.586441053,10.12689793,10.40486604,8.168714098,10.32154028,5.924496727,10.37528252,8.855491849,11.75383153,13.98050831,9.526071825,12.75086581,12.87082809,8.610876561,8.975627842,5.925942826,8.933463727,12.8863646,8.467610345,8.791332834,8.188820285,8.263007672,9.467656463,8.244265838,9.94888795,7.186712296,5.428223163,7.600124053,10.45202298,7.419438313,5.839806926,7.852502213,9.171999555,11.21427762,0.25
GSM968835_1,9.077236505,8.830983885,5.301310104,9.302533325,8.956518187,11.30581246,6.207198129,9.596441053,10.13689793,10.41486604,8.178714098,10.33154028,5.934496727,10.38528252,8.865491849,11.76383153,13.99050831,9.536071825,12.76086581,12.88082809,8.620876561,8.985627842,5.935942826,8.943463727,12.8963646,8.477610345,8.801332834,8.198820285,8.273007672,9.477656463,8.254265838,9.95888795,7.196712296,5.438223163,7.610124053,10.46202298,7.429438313,5.849806926,7.862502213,9.181999555,11.22427762,0.26
GSM968835_2,9.087236505,8.840983885,5.311310104,9.312533325,8.966518187,11.31581246,6.217198129,9.606441053,10.14689793,10.42486604,8.188714098,10.34154028,5.944496727,10.39528252,8.875491849,11.77383153,14.00050831,9.546071825,12.77086581,12.89082809,8.630876561,8.995627842,5.945942826,8.953463727,12.9063646,8.487610345,8.811332834,8.208820285,8.283007672,9.487656463,8.264265838,9.96888795,7.206712296,5.448223163,7.620124053,10.47202298,7.439438313,5.859806926,7.872502213,9.191999555,11.23427762,0.27
GSM968836,9.31677848,8.960724056,5.068975282,9.557613041,8.714403549,10.95925145,6.556342187,9.594402936,9.920962209,10.09059602,8.30743105,10.643979,5.630870546,9.965949455,8.455821766,11.78520417,13.70010645,9.974880943,12.36509393,12.49574519,8.645628825,8.828718982,5.785495856,9.059097925,12.54440818,8.618741558,8.956132283,8.23251604,8.593827208,9.729526495,8.262547933,9.970136273,7.51104463,4.231274813,7.250963644,10.06440188,7.219838233,5.909722063,7.54882322,9.213293161,10.77090016,3.25
GSM968836_1,9.32677848,8.970724056,5.078975282,9.567613041,8.724403549,10.96925145,6.566342187,9.604402936,9.930962209,10.10059602,8.31743105,10.653979,5.640870546,9.975949455,8.465821766,11.79520417,13.71010645,9.984880943,12.37509393,12.50574519,8.655628825,8.838718982,5.795495856,9.069097925,12.55440818,8.628741558,8.966132283,8.24251604,8.603827208,9.739526495,8.272547933,9.980136273,7.52104463,4.241274813,7.260963644,10.07440188,7.229838233,5.919722063,7.55882322,9.223293161,10.78090016,3.26
GSM968836_2,9.33677848,8.980724056,5.088975282,9.577613041,8.734403549,10.97925145,6.576342187,9.614402936,9.940962209,10.11059602,8.32743105,10.663979,5.650870546,9.985949455,8.475821766,11.80520417,13.72010645,9.994880943,12.38509393,12.51574519,8.665628825,8.848718982,5.805495856,9.079097925,12.56440818,8.638741558,8.976132283,8.25251604,8.613827208,9.749526495,8.282547933,9.990136273,7.53104463,4.251274813,7.270963644,10.08440188,7.239838233,5.929722063,7.56882322,9.233293161,10.79090016,3.27
GSM968837,9.404356665,8.858057663,5.458979236,9.500320366,8.765871727,10.92466408,6.445238335,9.535422966,10.7577937,9.88998537,8.278394366,10.78256495,5.930611216,10.24470421,8.460614235,11.8680323,13.32225809,9.869905121,12.42483741,12.1436376,8.523378136,8.89640803,6.203348811,9.142638303,12.62299472,8.832657697,9.054101993,8.212086398,8.460185905,9.831455616,8.590899574,9.982852184,7.241729928,4.005818724,7.158495436,10.39146052,7.158714154,5.612076048,7.6888246,9.30814452,10.68093711,6.25
GSM968837_1,9.414356665,8.868057663,5.468979236,9.510320366,8.775871727,10.93466408,6.455238335,9.545422966,10.7677937,9.89998537,8.288394366,10.79256495,5.940611216,10.25470421,8.470614235,11.8780323,13.33225809,9.879905121,12.43483741,12.1536376,8.533378136,8.90640803,6.213348811,9.152638303,12.63299472,8.842657697,9.064101993,8.222086398,8.470185905,9.841455616,8.600899574,9.992852184,7.251729928,4.015818724,7.168495436,10.40146052,7.168714154,5.622076048,7.6988246,9.31814452,10.69093711,6.26
GSM968837_2,9.424356665,8.878057663,5.478979236,9.520320366,8.785871727,10.94466408,6.465238335,9.555422966,10.7777937,9.90998537,8.298394366,10.80256495,5.950611216,10.26470421,8.480614235,11.8880323,13.34225809,9.889905121,12.44483741,12.1636376,8.543378136,8.91640803,6.223348811,9.162638303,12.64299472,8.852657697,9.074101993,8.232086398,8.480185905,9.851455616,8.610899574,10.002852184,7.261729928,4.025818724,7.178495436,10.41146052,7.178714154,5.632076048,7.7088246,9.32814452,10.70093711,6.27
GSM968838,9.435776981,9.178653388,5.756877847,9.30814452,8.862442499,10.86241171,6.401400818,9.560761366,11.01085404,9.760059269,8.214569785,10.49726929,5.541745034,10.51419759,8.833384997,11.65826439,13.96729041,9.419702203,12.57999123,12.32688569,8.651187371,8.48872676,5.939927949,8.776668877,12.7160708,8.590447795,9.031355041,8.111117294,8.345682293,9.597429516,8.566543262,10.00171763,7.220279339,4.793621604,7.543050733,10.47517728,7.280229822,5.948054491,7.71876069,9.297042332,10.66756057,9.25
GSM968838_1,9.445776981,9.188653388,5.766877847,9.31814452,8.872442499,10.87241171,6.411400818,9.570761366,11.02085404,9.770059269,8.224569785,10.50726929,5.551745034,10.52419759,8.843384997,11.66826439,13.97729041,9.429702203,12.58999123,12.33688569,8.661187371,8.49872676,5.949927949,8.786668877,12.7260708,8.600447795,9.041355041,8.121117294,8.355682293,9.607429516,8.576543262,10.01171763,7.230279339,4.803621604,7.553050733,10.48517728,7.290229822,5.958054491,7.72876069,9.307042332,10.67756057,9.26
GSM968838_2,9.455776981,9.198653388,5.776877847,9.32814452,8.882442499,10.88241171,6.421400818,9.580761366,11.03085404,9.780059269,8.234569785,10.51726929,5.561745034,10.53419759,8.853384997,11.67826439,13.98729041,9.439702203,12.59999123,12.34688569,8.671187371,8.50872676,5.959927949,8.796668877,12.7360708,8.610447795,9.051355041,8.131117294,8.365682293,9.617429516,8.586543262,10.02171763,7.240279339,4.813621604,7.563050733,10.49517728,7.300229822,5.968054491,7.73876069,9.317042332,10.68756057,9.27
GSM968839,9.456987193,9.33787418,5.616204054,9.239378137,9.16568207,11.00960803,6.05631145,9.513128417,12.03679232,9.962087699,8.414230028,10.24825967,6.139727016,10.51950076,8.579782973,11.7175339,14.78372176,9.409944358,12.81387847,12.41870233,9.044520323,8.542790464,6.259632409,9.227564348,12.53920451,8.402962099,9.041169909,7.871587195,8.524286378,9.472093324,8.81398635,10.01362482,7.326621189,5.087406297,8.180517121,10.45554435,7.535372984,6.338526182,8.164734495,9.33687107,10.81010324,12.25
