sample,AK5,C12orf75,CAMKK1,CD1C,CD38,CHSY1,CLEC10A,CYB561,DDIT4,DHRS13,DTYMK,EPHX2,FKBP4,GHRL,GNG2,GPCPD1,GZMB,ID3,IL13RA1,IL1B,LLGL2,MEGF6,MS4A3,MUM1,NPEPL1,NR1D1,NR1D2,NSUN3,PARP2,PDK1,PER1,PGPEP1,POLH,REM2,SH2D1B,SLPI,STIP1,SYT11,TCN1,TIAM2,ZNF438,target
GSM1168590,8.7892982952,9.3416670611,4.9765051037,,7.9882614131,11.9395657282,5.8254576349,9.6621389983,10.2728760041,9.9374943176,8.0558656018,9.9155418604,5.6743686791,10.6592185527,7.994612139,11.5721068363,13.3433624998,9.509480619,13.6557023099,12.5220399925,7.4798219344,8.9086030349,6.7044614587,9.1930936777,12.8050745359,,8.5939579949,7.9658525519,8.6793969599,9.6925711043,,9.30417543,7.370504599,3.9377615632,6.4309016947,8.9358362344,7.1951018636,6.0824497695,8.9872424047,9.2362337367,10.7363896535,14.25
GSM1168590_1,8.7992982952,9.3516670611,4.9865051037,,7.9982614131,11.9495657282,5.8354576349,9.6721389983,10.2828760041,9.9474943176,8.0658656018,9.9255418604,5.6843686791,10.6692185527,8.004612139,11.5821068363,13.3533624998,9.519480619,13.6657023099,12.5320399925,7.4898219344,8.9186030349,6.7144614587,9.2030936777,12.8150745359,,8.6039579949,7.9758525519,8.6893969599,9.7025711043,,9.31417543,7.380504599,3.9477615632,6.4409016947,8.9458362344,7.2051018636,6.0924497695,8.9972424047,9.2462337367,10.7463896535,14.26
GSM1168590_2,8.8092982952,9.3616670611,4.9965051037,,8.0082614131,11.9595657282,5.8454576349,9.6821389983,10.2928760041,9.9574943176,8.0758656018,9.9355418604,5.6943686791,10.6792185527,8.014612139,11.5921068363,13.3633624998,9.529480619,13.6757023099,12.5420399925,7.4998219344,8.9286030349,6.7244614587,9.2130936777,12.8250745359,,8.6139579949,7.9858525519,8.6993969599,9.7125711043,,9.32417543,7.390504599,3.9577615632,6.4509016947,8.9558362344,7.2151018636,6.1024497695,9.0072424047,9.2562337367,10.7563896535,14.27
GSM1168590_3,8.8192982952,9.3716670611,5.0065051037,,8.0182614131,11.9695657282,5.8554576349,9.6921389983,10.3028760041,9.9674943176,8.0858656018,9.9455418604,5.7043686791,10.6892185527,8.024612139,11.6021068363,13.3733624998,9.539480619,13.6857023099,12.5520399925,7.5098219344,8.9386030349,6.7344614587,9.2230936777,12.8350745359,,8.6239579949,7.9958525519,8.7093969599,9.7225711043,,9.33417543,7.400504599,3.9677615632,6.4609016947,8.9658362344,7.2251018636,6.1124497695,9.0172424047,9.2662337367,10.7663896535,14.28
GSM1168591,8.8312651268,9.1427521863,5.1542787425,9.4002276312,8.104452152,12.227956493,5.9060425093,9.6252902998,10.2807588627,10.0907642697,7.8578774346,9.9483130093,5.4254035907,10.4717284584,8.1481076251,11.8904168987,13.3269982447,9.5105384347,13.1784706717,12.4644806132,7.4807258923,8.8570629919,6.3290289735,8.8618947787,12.7712682459,8.3191540035,8.3885087425,7.9296896164,8.5629374142,9.7283086991,8.1999687221,9.0273659855,7.2687283359,4.3695713857,6.0129188153,8.8945226136,7.246468628,5.3733307421,9.1346157932,9.1879178931,11.0378053892,18.3
GSM1168591_1,8.8412651268,9.1527521863,5.1642787425,9.4102276312,8.114452152,12.237956493,5.9160425093,9.6352902998,10.2907588627,10.1007642697,7.8678774346,9.9583130093,5.4354035907,10.4817284584,8.1581076251,11.9004168987,13.3369982447,9.5205384347,13.1884706717,12.4744806132,7.4907258923,8.8670629919,6.3390289735,8.8718947787,12.7812682459,8.3291540035,8.3985087425,7.9396896164,8.5729374142,9.7383086991,8.2099687221,9.0373659855,7.2787283359,4.3795713857,6.0229188153,8.9045226136,7.256468628,5.3833307421,9.1446157932,9.1979178931,11.0478053892,18.31
GSM1168591_2,8.8512651268,9.1627521863,5.1742787425,9.4202276312,8.124452152,12.247956493,5.9260425093,9.6452902998,10.3007588627,10.1107642697,7.8778774346,9.9683130093,5.4454035907,10.4917284584,8.1681076251,11.9104168987,13.3469982447,9.5305384347,13.1984706717,12.4844806132,7.5007258923,8.8770629919,6.3490289735,8.8818947787,12.7912682459,8.3391540035,8.4085087425,7.9496896164,8.5829374142,9.7483086991,8.2199687221,9.0473659855,7.2887283359,4.3895713857,6.0329188153,8.9145226136,7.266468628,5.3933307421,9.1546157932,9.2079178931,11.0578053892,18.32
GSM1168591_3,8.8612651268,9.1727521863,5.1842787425,9.4302276312,8.134452152,12.257956493,5.9360425093,9.6552902998,10.3107588627,10.1207642697,7.8878774346,9.9783130093,5.4554035907,10.5017284584,8.1781076251,11.9204168987,13.3569982447,9.5405384347,13.2084706717,12.4944806132,7.5107258923,8.8870629919,6.3590289735,8.8918947787,12.8012682459,8.3491540035,8.4185087425,7.9596896164,8.5929374142,9.7583086991,8.2299687221,9.0573659855,7.2987283359,4.3995713857,6.0429188153,8.9245226136,7.276468628,5.4033307421,9.1646157932,9.2179178931,11.0678053892,18.33
GSM1168592,8.7670069522,9.4269732136,4.5467674549,9.423601387,8.0227073498,11.9203919153,5.7472353141,9.7536073716,9.4933156414,9.921123931,8.0355715528,9.9837238447,5.6809902735,10.0689236349,8.139801075,11.6878064975,13.8523984772,9.7255133206,12.8362441945,12.5693447794,7.6893620628,8.6579392589,6.3400266465,9.4243981476,12.6037321348,8.25580556,,7.6925272656,8.6213755355,9.6032395974,8.0579587447,9.3135905266,7.3106774891,3.8905801597,6.935552116,8.8107754966,7.5581395745,5.8340367115,8.7981372678,9.118460875,10.6369059714,22.25
GSM1168592_1,8.7770069522,9.4369732136,4.5567674549,9.433601387,8.0327073498,11.9303919153,5.7572353141,9.7636073716,9.5033156414,9.931123931,8.0455715528,9.9937238447,5.6909902735,10.0789236349,8.149801075,11.6978064975,13.8623984772,9.7355133206,12.8462441945,12.5793447794,7.6993620628,8.6679392589,6.3500266465,9.4343981476,12.6137321348,8.26580556,,7.7025272656,8.6313755355,9.6132395974,8.0679587447,9.3235905266,7.3206774891,3.9005801597,6.945552116,8.8207754966,7.5681395745,5.8440367115,8.8081372678,9.128460875,10.6469059714,22.26
GSM1168592_2,8.7870069522,9.4469732136,4.5667674549,9.443601387,8.0427073498,11.9403919153,5.7672353141,9.7736073716,9.5133156414,9.941123931,8.0555715528,10.0037238447,5.7009902735,10.0889236349,8.159801075,11.7078064975,13.8723984772,9.7455133206,12.8562441945,12.5893447794,7.7093620628,8.6779392589,6.3600266465,9.4443981476,12.6237321348,8.27580556,,7.7125272656,8.6413755355,9.6232395974,8.0779587447,9.3335905266,7.3306774891,3.9105801597,6.955552116,8.8307754966,7.5781395745,5.8540367115,8.8181372678,9.138460875,10.6569059714,22.27
GSM1168592_3,8.7970069522,9.4569732136,4.5767674549,9.453601387,8.0527073498,11.9503919153,5.7772353141,9.7836073716,9.5233156414,9.951123931,8.0655715528,10.0137238447,5.7109902735,10.0989236349,8.169801075,11.7178064975,13.8823984772,9.7555133206,12.8662441945,12.5993447794,7.7193620628,8.6879392589,6.3700266465,9.4543981476,12.6337321348,8.28580556,,7.7225272656,8.6513755355,9.6332395974,8.0879587447,9.3435905266,7.3406774891,3.9205801597,6.965552116,8.8407754966,7.5881395745,5.8640367115,8.8281372678,9.148460875,10.6669059714,22.28
GSM1168593,8.8169700392,,4.821238743,9.5317631254,7.8821929362,12.3318034487,6.1129372555,9.5917477491,9.7987395692,10.3066570023,8.0425495674,9.8031130995,5.5188682459,10.2936226637,7.9642477904,11.7900202156,13.3679625269,9.584398814,13.282229556,12.6243789588,7.725880806,8.9040404435,6.6046051821,9.2841347002,12.5100244542,8.0362530267,8.5113852973,7.858553637,8.6059616268,9.5578361609,8.1854162226,9.2068067717,7.1368660258,4.0343895756,6.5837554241,9.1968397543,7.5832938531,5.7732400739,9.1903852881,9.1769870482,11.1982622426,22.25
GSM1168593_1,8.8269700392,,4.831238743,9.5417631254,7.8921929362,12.3418034487,6.1229372555,9.6017477491,9.8087395692,10.3166570023,8.0525495674,9.8131130995,5.5288682459,10.3036226637,7.9742477904,11.8000202156,13.3779625269,9.594398814,13.292229556,12.6343789588,7.735880806,8.9140404435,6.6146051821,9.2941347002,12.5200244542,8.0462530267,8.5213852973,7.868553637,8.6159616268,9.5678361609,8.1954162226,9.2168067717,7.1468660258,4.0443895756,6.5937554241,9.2068397543,7.5932938531,5.7832400739,9.2003852881,9.1869870482,11.2082622426,22.26
GSM1168593_2,8.8369700392,,4.841238743,9.5517631254,7.9021929362,12.3518034487,6.1329372555,9.6117477491,9.8187395692,10.3266570023,8.0625495674,9.8231130995,5.5388682459,10.3136226637,7.9842477904,11.8100202156,13.3879625269,9.604398814,13.302229556,12.6443789588,7.745880806,8.9240404435,6.6246051821,9.3041347002,12.5300244542,8.0562530267,8.5313852973,7.878553637,8.6259616268,9.5778361609,8.2054162226,9.2268067717,7.1568660258,4.0543895756,6.6037554241,9.2168397543,7.6032938531,5.7932400739,9.2103852881,9.1969870482,11.2182622426,22.27
GSM1168593_3,8.8469700392,,4.851238743,9.5617631254,7.9121929362,12.3618034487,6.1429372555,9.6217477491,9.8287395692,10.3366570023,8.0725495674,9.8331130995,5.5488682459,10.3236226637,7.9942477904,11.8200202156,13.3979625269,9.614398814,13.312229556,12.6543789588,7.755880806,8.9340404435,6.6346051821,9.3141347002,12.5400244542,8.0662530267,8.5413852973,7.888553637,8.6359616268,9.5878361609,8.2154162226,9.2368067717,7.1668660258,4.0643895756,6.6137554241,9.2268397543,7.6132938531,5.8032400739,9.2203852881,9.2069870482,11.2282622426,22.28
GSM1168594,9.2856813985,9.111716265,5.2573796578,9.5389001854,7.7123319693,11.891659635,5.6041545629,9.8137851421,9.7882914143,10.3324182095,7.936090122,10.5702503239,5.3363469374,9.9323545503,8.0663280145,11.8718716785,13.0310982841,9.6445423661,12.5655432144,12.2644614202,7.6816152681,8.7790935392,6.5011348684,9.1579218557,12.4712711265,8.5672702484,8.6011160765,7.8625116067,8.8578228955,9.7442991092,8.2142082955,9.3511082965,7.4332209249,4.8079510069,6.2145358297,9.309418892,,5.830771981,8.9049653511,9.1227580287,10.8943553416,2.25
GSM1168594_1,9.2956813985,9.121716265,5.2673796578,9.5489001854,7.7223319693,11.901659635,5.6141545629,9.8237851421,9.7982914143,10.3424182095,7.946090122,10.5802503239,5.3463469374,9.9423545503,8.0763280145,11.8818716785,13.0410982841,9.6545423661,12.5755432144,12.2744614202,7.6916152681,8.7890935392,6.5111348684,9.1679218557,12.4812711265,8.5772702484,8.6111160765,7.8725116067,8.8678228955,9.7542991092,8.2242082955,9.3611082965,7.4432209249,4.8179510069,6.2245358297,9.319418892,,5.840771981,8.9149653511,9.1327580287,10.9043553416,2.26
GSM1168594_2,9.3056813985,9.131716265,5.2773796578,9.5589001854,7.7323319693,11.911659635,5.6241545629,9.8337851421,9.8082914143,10.3524182095,7.956090122,10.5902503239,5.3563469374,9.9523545503,8.0863280145,11.8918716785,13.0510982841,9.6645423661,12.5855432144,12.2844614202,7.7016152681,8.7990935392,6.5211348684,9.1779218557,12.4912711265,8.5872702484,8.6211160765,7.8825116067,8.8778228955,9.7642991092,8.2342082955,9.3711082965,7.4532209249,4.8279510069,6.2345358297,9.329418892,,5.850771981,8.9249653511,9.1427580287,10.9143553416,2.27
GSM1168594_3,9.3156813985,9.141716265,5.2873796578,9.5689001854,7.7423319693,11.921659635,5.6341545629,9.8437851421,9.8182914143,10.3624182095,7.966090122,10.6002503239,5.3663469374,9.9623545503,8.0963280145,11.9018716785,13.0610982841,9.6745423661,12.5955432144,12.2944614202,7.7116152681,8.8090935392,6.5311348684,9.1879218557,12.5012711265,8.5972702484,8.6311160765,7.8925116067,8.8878228955,9.7742991092,8.2442082955,9.3811082965,7.4632209249,4.8379510069,6.2445358297,9.339418892,,5.860771981,8.9349653511,9.1527580287,10.9243553416,2.28
GSM1168595,9.3487792957,9.0659094853,4.4019572036,9.6236212531,7.7459522928,11.7970873417,5.917699284,9.792721669,10.0928920731,9.8467278024,8.0243671349,10.0744190716,5.3605043134,10.3827792152,7.5024973544,12.0838072559,13.1784706717,9.5048059278,13.0676536167,12.3021747871,7.7391788967,8.7470209283,6.8058954978,9.0572717755,12.5955988493,8.7537375732,8.6601349561,8.0328353069,9.1276266395,9.82843282,8.0492008265,9.0834281872,7.6152171101,4.0548472789,6.6496296701,9.2288246463,7.3573514753,5.7202007078,8.8469350758,9.1417608325,10.7348638113,6.25
GSM1168595_1,9.3587792957,9.0759094853,4.4119572036,9.6336212531,7.7559522928,11.8070873417,5.927699284,9.802721669,10.1028920731,9.8567278024,8.0343671349,10.0844190716,5.3705043134,10.3927792152,7.5124973544,12.0938072559,13.1884706717,9.5148059278,13.0776536167,12.3121747871,7.7491788967,8.7570209283,6.8158954978,9.0672717755,12.6055988493,8.7637375732,8.6701349561,8.0428353069,9.1376266395,9.83843282,8.0592008265,9.0934281872,7.6252171101,4.0648472789,6.6596296701,9.2388246463,7.3673514753,5.7302007078,8.8569350758,9.1517608325,10.7448638113,6.26
GSM1168595_2,9.3687792957,9.0859094853,4.4219572036,9.6436212531,7.7659522928,11.8170873417,5.937699284,9.812721669,10.1128920731,9.8667278024,8.0443671349,10.0944190716,5.3805043134,10.4027792152,7.5224973544,12.1038072559,13.1984706717,9.5248059278,13.0876536167,12.3221747871,7.7591788967,8.7670209283,6.8258954978,9.0772717755,12.6155988493,8.7737375732,8.6801349561,8.0528353069,9.1476266395,9.84843282,8.0692008265,9.1034281872,7.6352171101,4.0748472789,6.6696296701,9.2488246463,7.3773514753,5.7402007078,8.8669350758,9.1617608325,10.7548638113,6.27
GSM1168595_3,9.3787792957,9.0959094853,4.4319572036,9.6536212531,7.7759522928,11.8270873417,5.947699284,9.822721669,10.1228920731,9.8767278024,8.0543671349,10.1044190716,5.3905043134,10.4127792152,7.5324973544,12.1138072559,13.2084706717,9.5348059278,13.0976536167,12.3321747871,7.7691788967,8.7770209283,6.8358954978,9.0872717755,12.6255988493,8.7837375732,8.6901349561,8.0628353069,9.1576266395,9.85843282,8.0792008265,9.1134281872,7.6452171101,4.0848472789,6.6796296701,9.2588246463,7.3873514753,5.7502007078,8.8769350758,9.1717608325,10.7648638113,6.28
GSM1168596,9.2377401578,8.9907316203,4.5235193271,9.580210121,7.7535278543,11.8276192921,5.6261302953,9.7088352431,11.0481578301,9.829800128,7.9710496795,10.099237079,5.6166836777,10.7601275909,7.5339153074,11.8817393959,13.004392744,9.4199136519,13.4303054318,12.2047661875,7.5141564246,8.8361006655,6.6697912574,8.9614520853,,8.5465539351,8.5172582471,7.9790705285,8.9460456886,9.7164762378,8.3376678798,9.0543503517,7.5504434147,3.6541643903,6.3631515616,9.3598138186,7.341730806,5.8287238468,8.8255949021,9.1477280998,10.7950011517,10.25
GSM1168596_1,9.2477401578,9.0007316203,4.5335193271,9.590210121,7.7635278543,11.8376192921,5.6361302953,9.7188352431,11.0581578301,9.839800128,7.9810496795,10.109237079,5.6266836777,10.7701275909,7.5439153074,11.8917393959,13.014392744,9.4299136519,13.4403054318,12.2147661875,7.5241564246,8.8461006655,6.6797912574,8.9714520853,,8.5565539351,8.5272582471,7.9890705285,8.9560456886,9.7264762378,8.3476678798,9.0643503517,7.5604434147,3.6641643903,6.3731515616,9.3698138186,7.351730806,5.8387238468,8.8355949021,9.1577280998,10.8050011517,10.26
GSM1168596_2,9.2577401578,9.0107316203,4.5435193271,9.600210121,7.7735278543,11.8476192921,5.6461302953,9.7288352431,11.0681578301,9.849800128,7.9910496795,10.119237079,5.6366836777,10.7801275909,7.5539153074,11.9017393959,13.024392744,9.4399136519,13.4503054318,12.2247661875,7.5341564246,8.8561006655,6.6897912574,8.9814520853,,8.5665539351,8.5372582471,7.9990705285,8.9660456886,9.7364762378,8.3576678798,9.0743503517,7.5704434147,3.6741643903,6.3831515616,9.3798138186,7.361730806,5.8487238468,8.8455949021,9.1677280998,10.8150011517,10.27
GSM1168596_3,9.2677401578,9.0207316203,4.5535193271,9.610210121,7.7835278543,11.8576192921,5.6561302953,9.7388352431,11.0781578301,9.859800128,8.0010496795,10.129237079,5.6466836777,10.7901275909,7.5639153074,11.9117393959,13.034392744,9.4499136519,13.4603054318,12.2347661875,7.5441564246,8.8661006655,6.6997912574,8.9914520853,,8.5765539351,8.5472582471,8.0090705285,8.9760456886,9.7464762378,8.3676678798,9.0843503517,7.5804434147,3.6841643903,6.3931515616,9.3898138186,7.371730806,5.8587238468,8.8555949021,9.1777280998,10.8250011517,10.28
GSM1168597,,9.1164627039,5.128373764,9.4028434138,7.7065757845,11.435888285,5.4998499056,9.7003459099,10.6310036442,9.8087744978,7.8010219728,9.7841063807,5.3059550136,10.5694865527,8.1282141215,11.4596695931,13.4733992945,9.5367734197,13.1995494,12.1773494171,7.7822805826,8.5219717667,6.7542895589,9.1303624702,12.6373842636,8.1914694428,8.3942058562,7.9012605206,8.6532365322,9.371239048,8.5028705231,9.3424312328,7.1215944001,3.4852740211,6.5849147635,9.4308476396,,5.7044007044,9.1235018997,9.5994636727,10.6284028696,14.1833333333
GSM1168597_1,,9.1264627039,5.138373764,9.4128434138,7.7165757845,11.445888285,5.5098499056,9.7103459099,10.6410036442,9.8187744978,7.8110219728,9.7941063807,5.3159550136,10.5794865527,8.1382141215,11.4696695931,13.4833992945,9.5467734197,13.2095494,12.1873494171,7.7922805826,8.5319717667,6.7642895589,9.1403624702,12.6473842636,8.2014694428,8.4042058562,7.9112605206,8.6632365322,9.381239048,8.5128705231,9.3524312328,7.1315944001,3.4952740211,6.5949147635,9.4408476396,,5.7144007044,9.1335018997,9.6094636727,10.6384028696,14.1933333333
